year,state,welfare,employed,earnings,white,woman,reform,avg_benefit
1992,"massachusetts",0,0,0,1,0,0,599.25
1994,"massachusetts",0,0,0,1,1,0,599.25
1995,"massachusetts",0,1,6604,1,0,1,599.25
2001,"massachusetts",0,0,0,1,0,1,599.25
1997,"massachusetts",0,0,30000,1,0,1,599.25
1996,"massachusetts",0,0,0,1,0,1,599.25
2001,"massachusetts",0,1,23000,1,1,1,599.25
2002,"massachusetts",0,1,17000,1,1,1,599.25
2001,"massachusetts",0,1,13500,0,0,1,599.25
2004,"massachusetts",0,0,0,0,1,1,599.25
1995,"massachusetts",0,0,0,0,1,1,599.25
2004,"massachusetts",0,0,0,1,1,1,599.25
2003,"massachusetts",0,0,0,0,0,1,599.25
2005,"massachusetts",0,0,0,1,1,1,599.25
1993,"massachusetts",0,0,0,1,0,0,599.25
1991,"massachusetts",0,0,0,0,1,0,599.25
2000,"massachusetts",0,1,9000,0,1,1,599.25
1995,"massachusetts",0,0,8000,1,0,1,599.25
2001,"massachusetts",0,0,0,1,1,1,599.25
1998,"massachusetts",0,1,30000,0,1,1,599.25
1999,"massachusetts",0,1,13000,0,1,1,599.25
2002,"massachusetts",0,0,30000,1,1,1,599.25
1991,"massachusetts",0,0,0,1,1,0,599.25
1992,"massachusetts",0,0,9000,1,0,0,599.25
2000,"massachusetts",0,0,0,1,1,1,599.25
1992,"massachusetts",1,0,0,1,1,0,599.25
2001,"massachusetts",0,0,0,1,1,1,599.25
1990,"massachusetts",0,1,0,1,0,0,599.25
1997,"massachusetts",0,1,20000,1,1,1,599.25
1995,"massachusetts",0,0,0,1,1,1,599.25
2000,"massachusetts",0,1,22000,1,1,1,599.25
1990,"massachusetts",0,0,40000,0,0,0,599.25
1996,"massachusetts",0,0,20000,1,0,1,599.25
1992,"massachusetts",0,0,0,1,1,0,599.25
1992,"massachusetts",0,0,0,1,1,0,599.25
1991,"massachusetts",0,1,3640,1,0,0,599.25
1993,"massachusetts",0,0,0,1,1,0,599.25
2004,"massachusetts",0,0,0,1,1,1,599.25
1994,"massachusetts",1,0,0,1,1,0,599.25
1998,"massachusetts",0,1,1000,1,0,1,599.25
2004,"massachusetts",0,1,15600,1,1,1,599.25
1994,"massachusetts",0,0,0,0,0,0,599.25
1993,"massachusetts",0,0,0,1,0,0,599.25
1998,"massachusetts",0,1,10400,1,0,1,599.25
1996,"massachusetts",0,0,0,1,0,1,599.25
1990,"massachusetts",0,0,0,1,0,0,599.25
1994,"massachusetts",0,1,20000,1,1,0,599.25
1991,"massachusetts",0,1,7900,1,1,0,599.25
2003,"massachusetts",0,0,0,1,1,1,599.25
1992,"massachusetts",0,0,0,1,1,0,599.25
1996,"massachusetts",0,0,0,1,1,1,599.25
1997,"massachusetts",0,1,13000,1,0,1,599.25
1999,"massachusetts",0,1,23400,1,0,1,599.25
1990,"massachusetts",0,1,780,1,1,0,599.25
1992,"massachusetts",0,0,0,1,0,0,599.25
2004,"massachusetts",0,0,0,1,1,1,599.25
2001,"massachusetts",0,1,12536,1,1,1,599.25
1996,"massachusetts",0,0,0,1,0,1,599.25
2001,"massachusetts",0,0,13000,1,0,1,599.25
1999,"massachusetts",0,1,20000,0,1,1,599.25
1993,"massachusetts",0,0,0,1,0,0,599.25
1991,"massachusetts",0,0,0,0,1,0,599.25
1994,"massachusetts",0,0,0,1,0,0,599.25
1995,"massachusetts",1,0,0,1,1,1,599.25
2001,"massachusetts",0,0,0,1,0,1,599.25
1999,"massachusetts",0,1,8000,1,1,1,599.25
1993,"massachusetts",0,1,42090,1,0,0,599.25
2000,"massachusetts",0,0,0,1,0,1,599.25
2002,"massachusetts",0,0,0,0,1,1,599.25
1999,"massachusetts",0,0,0,1,1,1,599.25
1999,"massachusetts",0,0,0,1,0,1,599.25
1993,"massachusetts",0,1,10000,1,1,0,599.25
1998,"massachusetts",0,0,0,1,1,1,599.25
2000,"massachusetts",0,1,17000,1,1,1,599.25
1995,"massachusetts",0,0,0,1,0,1,599.25
1995,"massachusetts",0,1,20000,1,0,1,599.25
2003,"massachusetts",0,0,0,1,1,1,599.25
1992,"massachusetts",1,0,0,1,0,0,599.25
1992,"massachusetts",0,0,0,1,1,0,599.25
1996,"massachusetts",1,0,0,0,0,1,599.25
1994,"massachusetts",0,0,1000,1,1,0,599.25
1996,"massachusetts",0,0,0,1,1,1,599.25
1998,"massachusetts",0,1,9000,1,0,1,599.25
2004,"massachusetts",0,0,0,0,1,1,599.25
1996,"massachusetts",0,0,0,1,1,1,599.25
1997,"massachusetts",0,1,5040,1,1,1,599.25
2004,"massachusetts",0,0,0,1,0,1,599.25
2002,"massachusetts",0,0,0,0,0,1,599.25
1994,"massachusetts",1,1,9860,1,0,0,599.25
2004,"massachusetts",0,0,0,1,1,1,599.25
1997,"massachusetts",0,1,28600,1,0,1,599.25
2002,"massachusetts",0,0,0,1,1,1,599.25
1995,"massachusetts",0,1,8900,1,1,1,599.25
1992,"massachusetts",0,0,0,1,0,0,599.25
1996,"massachusetts",0,1,12000,1,1,1,599.25
2004,"massachusetts",0,1,10400,1,1,1,599.25
1996,"massachusetts",0,1,0,1,1,1,599.25
2004,"massachusetts",0,0,0,1,1,1,599.25
1992,"massachusetts",0,1,16000,1,1,0,599.25
2000,"massachusetts",0,1,8000,0,0,1,599.25
1993,"massachusetts",0,0,0,1,0,0,599.25
1995,"massachusetts",0,0,0,1,0,1,599.25
1999,"massachusetts",0,1,17472,1,0,1,599.25
2002,"massachusetts",0,1,46000,1,1,1,599.25
1996,"massachusetts",0,0,0,1,0,1,599.25
1999,"massachusetts",0,1,13000,1,0,1,599.25
1993,"massachusetts",0,0,0,0,1,0,599.25
1999,"massachusetts",0,1,20000,1,1,1,599.25
1994,"massachusetts",0,0,0,0,1,0,599.25
1994,"massachusetts",0,0,0,1,1,0,599.25
1996,"massachusetts",0,0,0,0,1,1,599.25
2001,"massachusetts",0,1,48000,1,1,1,599.25
2004,"massachusetts",0,0,0,0,1,1,599.25
1994,"massachusetts",0,0,0,1,0,0,599.25
1996,"massachusetts",1,0,0,1,1,1,599.25
1997,"massachusetts",0,1,20800,0,0,1,599.25
1996,"massachusetts",0,0,0,0,1,1,599.25
2001,"massachusetts",0,0,3000,1,1,1,599.25
1999,"massachusetts",0,0,0,1,0,1,599.25
1990,"massachusetts",0,0,0,1,1,0,599.25
1999,"massachusetts",0,0,0,1,0,1,599.25
1999,"massachusetts",0,0,0,1,1,1,599.25
1990,"massachusetts",0,0,0,1,1,0,599.25
1992,"massachusetts",0,0,0,1,1,0,599.25
2003,"massachusetts",0,1,0,1,1,1,599.25
1995,"massachusetts",0,0,0,1,0,1,599.25
1993,"massachusetts",0,1,800,1,0,0,599.25
2004,"massachusetts",0,0,0,1,1,1,599.25
1990,"massachusetts",0,0,0,1,1,0,599.25
1996,"massachusetts",0,1,13301,1,1,1,599.25
1996,"massachusetts",0,0,0,0,1,1,599.25
1998,"massachusetts",0,0,0,1,1,1,599.25
1994,"massachusetts",0,0,0,1,0,0,599.25
1992,"massachusetts",0,0,0,0,1,0,599.25
1995,"massachusetts",0,0,0,1,1,1,599.25
1992,"massachusetts",0,0,0,1,1,0,599.25
2004,"massachusetts",0,1,19000,1,1,1,599.25
1993,"massachusetts",0,0,9000,0,1,0,599.25
1999,"massachusetts",0,1,2000,1,0,1,599.25
2004,"massachusetts",0,1,20000,1,0,1,599.25
1990,"massachusetts",0,1,1200,1,0,0,599.25
1999,"massachusetts",0,0,0,0,1,1,599.25
1990,"massachusetts",0,0,0,1,0,0,599.25
1995,"massachusetts",0,0,4000,1,0,1,599.25
1993,"massachusetts",0,0,0,1,1,0,599.25
1992,"massachusetts",0,0,0,1,1,0,599.25
1999,"massachusetts",0,0,0,1,0,1,599.25
1993,"massachusetts",0,0,0,1,1,0,599.25
1994,"massachusetts",0,0,0,1,0,0,599.25
1993,"massachusetts",0,0,0,1,0,0,599.25
1999,"massachusetts",0,0,0,1,1,1,599.25
2004,"massachusetts",0,0,0,1,0,1,599.25
2003,"michigan",0,0,0,0,1,1,459.375
1998,"michigan",0,0,0,1,1,1,459.375
2000,"michigan",0,1,20000,1,1,1,459.375
1996,"michigan",0,0,0,1,1,1,459.375
2002,"michigan",0,0,0,0,0,1,459.375
1990,"michigan",0,0,0,0,1,0,459.375
1996,"michigan",0,0,0,1,1,1,459.375
2004,"michigan",0,1,3000,1,0,1,459.375
1993,"michigan",0,0,1000,1,1,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1998,"michigan",0,0,0,1,1,1,459.375
2004,"michigan",0,1,12000,1,0,1,459.375
1992,"michigan",1,0,0,1,1,1,459.375
1994,"michigan",0,0,8307,1,0,1,459.375
1996,"michigan",0,0,0,1,0,1,459.375
2004,"michigan",0,1,25000,0,1,1,459.375
1995,"michigan",0,0,0,1,1,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
2005,"michigan",0,1,17000,1,0,1,459.375
2001,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,0,0,1,459.375
1992,"michigan",0,0,0,1,0,1,459.375
1991,"michigan",0,0,0,1,0,0,459.375
2002,"michigan",0,0,0,1,1,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
2004,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,0,0,1,459.375
2004,"michigan",0,1,8000,1,1,1,459.375
2003,"michigan",0,1,25000,1,0,1,459.375
1993,"michigan",0,0,0,1,1,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
1999,"michigan",0,0,0,1,0,1,459.375
2003,"michigan",0,0,0,1,0,1,459.375
1999,"michigan",0,1,12000,1,0,1,459.375
1991,"michigan",0,1,0,1,0,0,459.375
1997,"michigan",0,0,0,1,1,1,459.375
2003,"michigan",0,1,11128,0,1,1,459.375
1993,"michigan",0,0,0,1,1,1,459.375
2000,"michigan",0,0,8502,0,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
2000,"michigan",0,0,0,1,1,1,459.375
1991,"michigan",0,0,0,1,1,0,459.375
2001,"michigan",0,0,0,1,1,1,459.375
1998,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1994,"michigan",0,0,0,0,0,1,459.375
2002,"michigan",0,1,13000,1,1,1,459.375
1998,"michigan",0,1,12000,1,0,1,459.375
2000,"michigan",0,0,0,1,1,1,459.375
2002,"michigan",0,0,0,0,0,1,459.375
1993,"michigan",0,0,0,1,1,1,459.375
1998,"michigan",0,1,32880,1,0,1,459.375
1994,"michigan",0,0,0,0,0,1,459.375
2001,"michigan",0,1,18000,0,1,1,459.375
1992,"michigan",0,0,0,0,1,1,459.375
1991,"michigan",0,0,0,1,0,0,459.375
2004,"michigan",0,0,0,1,0,1,459.375
1996,"michigan",0,0,0,1,0,1,459.375
2004,"michigan",0,0,12000,0,0,1,459.375
1993,"michigan",0,0,0,0,0,1,459.375
2004,"michigan",0,0,0,1,1,1,459.375
1996,"michigan",0,1,12480,1,0,1,459.375
1993,"michigan",0,0,0,0,0,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1998,"michigan",0,0,0,1,0,1,459.375
2000,"michigan",0,0,0,1,0,1,459.375
1998,"michigan",0,1,10040,1,0,1,459.375
1993,"michigan",0,0,0,0,0,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
1991,"michigan",0,0,0,0,1,0,459.375
1994,"michigan",1,0,0,1,1,1,459.375
1996,"michigan",0,0,0,0,0,1,459.375
2004,"michigan",0,0,0,1,1,1,459.375
1991,"michigan",0,0,0,1,1,0,459.375
2003,"michigan",0,0,0,0,0,1,459.375
1993,"michigan",0,0,0,1,1,1,459.375
2005,"michigan",0,0,11000,1,0,1,459.375
2004,"michigan",0,1,35000,1,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
2005,"michigan",0,0,0,1,1,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
2003,"michigan",0,0,0,0,1,1,459.375
2000,"michigan",0,0,0,1,1,1,459.375
2004,"michigan",0,1,1000,1,0,1,459.375
1992,"michigan",0,0,0,1,0,1,459.375
2001,"michigan",0,0,0,1,1,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,0,1,1,459.375
1990,"michigan",0,0,0,1,1,0,459.375
2000,"michigan",0,0,6960,1,0,1,459.375
1993,"michigan",1,0,8000,0,1,1,459.375
2001,"michigan",0,0,0,1,1,1,459.375
1992,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
2004,"michigan",0,1,3100,1,0,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
2005,"michigan",0,0,0,0,1,1,459.375
1992,"michigan",0,0,0,0,0,1,459.375
2001,"michigan",0,0,0,1,1,1,459.375
2005,"michigan",1,0,0,0,1,1,459.375
1990,"michigan",0,0,0,1,1,0,459.375
2001,"michigan",0,0,0,1,0,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
1990,"michigan",0,0,0,1,1,0,459.375
1997,"michigan",0,0,0,1,0,1,459.375
1994,"michigan",0,1,5000,1,0,1,459.375
1994,"michigan",0,1,875,1,1,1,459.375
2001,"michigan",0,0,0,1,0,1,459.375
2002,"michigan",0,0,0,1,1,1,459.375
2000,"michigan",0,1,23200,1,0,1,459.375
2000,"michigan",0,0,0,0,1,1,459.375
1997,"michigan",0,0,0,0,1,1,459.375
1991,"michigan",0,0,0,1,1,0,459.375
1995,"michigan",0,0,0,0,1,1,459.375
2001,"michigan",0,0,0,1,1,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
1994,"michigan",0,0,0,0,1,1,459.375
2001,"michigan",0,1,13500,1,0,1,459.375
2005,"michigan",0,0,0,1,1,1,459.375
1999,"michigan",0,0,0,1,1,1,459.375
2001,"michigan",0,0,0,0,1,1,459.375
2005,"michigan",0,0,0,0,1,1,459.375
1995,"michigan",0,0,0,1,1,1,459.375
1992,"michigan",0,0,0,0,1,1,459.375
2001,"michigan",0,0,0,0,0,1,459.375
1995,"michigan",1,0,0,1,0,1,459.375
1992,"michigan",0,0,0,0,0,1,459.375
1992,"michigan",0,1,5000,1,1,1,459.375
1996,"michigan",0,1,14040,1,1,1,459.375
2005,"michigan",0,1,563,1,0,1,459.375
1991,"michigan",0,0,3000,1,0,0,459.375
2005,"michigan",0,0,0,1,1,1,459.375
1998,"michigan",0,0,0,1,0,1,459.375
1999,"michigan",0,0,4410,1,0,1,459.375
1994,"michigan",0,0,0,1,0,1,459.375
1994,"michigan",0,0,0,1,0,1,459.375
1994,"michigan",0,0,0,1,1,1,459.375
2004,"michigan",0,0,0,1,0,1,459.375
2001,"michigan",0,0,0,0,1,1,459.375
2001,"michigan",0,0,0,1,0,1,459.375
1996,"michigan",0,0,0,1,1,1,459.375
2004,"michigan",0,0,0,0,0,1,459.375
2001,"michigan",0,0,0,0,0,1,459.375
1993,"michigan",0,0,0,1,1,1,459.375
1991,"michigan",0,0,0,1,0,0,459.375
2004,"michigan",0,0,0,1,1,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
2003,"michigan",0,0,0,1,0,1,459.375
1994,"michigan",0,0,0,0,1,1,459.375
1995,"michigan",0,0,500,1,0,1,459.375
2005,"michigan",0,0,17000,0,0,1,459.375
1992,"michigan",0,0,0,1,0,1,459.375
2005,"michigan",0,0,0,1,1,1,459.375
1992,"michigan",0,0,0,1,0,1,459.375
1997,"michigan",0,1,9799,1,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1997,"michigan",0,0,0,1,0,1,459.375
1992,"michigan",0,0,0,0,0,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
1992,"michigan",0,0,0,1,0,1,459.375
1997,"michigan",0,1,17000,1,0,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
2003,"michigan",0,0,0,0,1,1,459.375
2002,"michigan",0,1,25000,1,0,1,459.375
2002,"michigan",0,0,0,1,1,1,459.375
1995,"michigan",0,0,0,1,1,1,459.375
1993,"michigan",0,0,0,1,1,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
1991,"michigan",0,0,0,1,0,0,459.375
1997,"michigan",0,0,0,1,1,1,459.375
2004,"michigan",0,1,29500,1,0,1,459.375
2003,"michigan",0,0,0,1,1,1,459.375
1993,"michigan",0,0,0,0,0,1,459.375
2004,"michigan",0,0,0,0,1,1,459.375
1992,"michigan",0,0,0,1,0,1,459.375
2003,"michigan",0,0,0,1,0,1,459.375
2004,"michigan",0,1,125000,1,0,1,459.375
1997,"michigan",1,0,0,1,1,1,459.375
1992,"michigan",0,0,0,0,1,1,459.375
1996,"michigan",0,0,0,1,0,1,459.375
1997,"michigan",0,0,0,1,1,1,459.375
1991,"michigan",0,0,0,1,1,0,459.375
1994,"michigan",0,0,0,1,1,1,459.375
2000,"michigan",0,1,14976,0,1,1,459.375
2004,"michigan",0,0,13000,1,0,1,459.375
1994,"michigan",0,0,0,1,0,1,459.375
2002,"michigan",0,0,20000,1,1,1,459.375
1995,"michigan",0,1,0,1,0,1,459.375
2000,"michigan",0,0,0,1,0,1,459.375
1992,"michigan",0,0,0,0,0,1,459.375
1992,"michigan",1,0,0,1,1,1,459.375
1992,"michigan",1,0,0,1,0,1,459.375
1996,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,9300,1,0,1,459.375
1997,"michigan",0,0,0,1,0,1,459.375
2001,"michigan",0,0,29000,1,0,1,459.375
2005,"michigan",0,1,11800,1,1,1,459.375
1993,"michigan",0,0,0,1,1,1,459.375
2001,"michigan",0,0,25000,1,0,1,459.375
1999,"michigan",0,0,0,0,1,1,459.375
1994,"michigan",0,1,5200,1,0,1,459.375
2003,"michigan",0,0,0,1,1,1,459.375
1997,"michigan",0,0,0,1,1,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1992,"michigan",0,0,0,1,0,1,459.375
1994,"michigan",0,0,0,1,0,1,459.375
1992,"michigan",0,0,0,0,1,1,459.375
1999,"michigan",0,1,18000,1,0,1,459.375
1995,"michigan",0,0,0,0,0,1,459.375
2001,"michigan",0,1,21000,1,1,1,459.375
1991,"michigan",1,1,1500,1,1,0,459.375
2005,"michigan",0,1,32000,1,0,1,459.375
2005,"michigan",0,1,24000,1,0,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1992,"michigan",0,0,0,0,0,1,459.375
1992,"michigan",0,0,0,0,1,1,459.375
1990,"michigan",0,1,720,1,1,0,459.375
1995,"michigan",0,0,0,1,1,1,459.375
1995,"michigan",0,0,0,0,1,1,459.375
1995,"michigan",0,0,0,0,0,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
1995,"michigan",0,0,0,1,1,1,459.375
2002,"michigan",0,0,0,1,0,1,459.375
2002,"michigan",0,0,0,0,1,1,459.375
2002,"michigan",0,0,0,1,0,1,459.375
1991,"michigan",0,0,0,1,1,0,459.375
2001,"michigan",0,0,0,1,0,1,459.375
1997,"michigan",0,1,16020,1,0,1,459.375
1990,"michigan",0,0,0,1,1,0,459.375
2001,"michigan",0,0,0,1,0,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
1994,"michigan",0,0,0,0,1,1,459.375
1999,"michigan",0,0,0,1,1,1,459.375
1992,"michigan",0,1,0,1,0,1,459.375
1993,"michigan",0,0,0,0,0,1,459.375
1993,"michigan",0,0,0,1,0,1,459.375
1991,"michigan",0,1,11400,1,1,0,459.375
1993,"michigan",0,1,14000,1,0,1,459.375
2005,"michigan",0,1,15600,1,0,1,459.375
1992,"michigan",0,0,0,0,0,1,459.375
1994,"michigan",0,1,8350,1,0,1,459.375
1995,"michigan",0,0,0,0,1,1,459.375
1992,"michigan",0,0,0,0,1,1,459.375
2005,"michigan",0,1,36000,0,0,1,459.375
1992,"michigan",0,0,0,1,1,1,459.375
1995,"michigan",0,0,0,1,0,1,459.375
2003,"minnesota",0,1,12000,1,0,1,712.6875
1992,"minnesota",0,0,0,1,1,0,712.6875
2004,"minnesota",0,0,0,0,1,1,712.6875
2004,"minnesota",0,0,0,0,1,1,712.6875
1993,"minnesota",0,0,2040,1,0,0,712.6875
1996,"minnesota",0,0,5000,0,1,0,712.6875
1991,"minnesota",0,1,25000,1,0,0,712.6875
2005,"minnesota",1,0,0,0,1,1,712.6875
2005,"minnesota",0,0,0,0,1,1,712.6875
1992,"minnesota",0,0,0,1,1,0,712.6875
1993,"minnesota",1,0,0,1,1,0,712.6875
1991,"minnesota",0,0,0,1,1,0,712.6875
2000,"minnesota",0,1,12000,1,1,1,712.6875
2001,"minnesota",0,1,22500,1,0,1,712.6875
1993,"minnesota",1,0,0,1,1,0,712.6875
1995,"minnesota",0,0,0,1,0,0,712.6875
1990,"minnesota",0,1,12080,1,0,0,712.6875
2001,"minnesota",0,0,0,1,1,1,712.6875
2005,"minnesota",0,0,0,1,1,1,712.6875
2001,"minnesota",0,1,45000,1,0,1,712.6875
1994,"minnesota",0,1,5000,0,1,0,712.6875
2005,"minnesota",0,1,20000,1,0,1,712.6875
2004,"minnesota",0,0,12000,0,0,1,712.6875
2001,"minnesota",0,1,0,1,1,1,712.6875
2005,"minnesota",0,0,0,0,1,1,712.6875
2005,"minnesota",0,1,18200,1,0,1,712.6875
2004,"minnesota",0,0,0,1,0,1,712.6875
2003,"minnesota",0,1,14560,1,1,1,712.6875
2003,"minnesota",0,1,10920,1,1,1,712.6875
2003,"minnesota",0,0,0,1,0,1,712.6875
1993,"minnesota",0,0,0,1,1,0,712.6875
1995,"minnesota",0,0,0,1,0,0,712.6875
1993,"minnesota",0,1,20000,1,0,0,712.6875
2001,"minnesota",0,1,3042,1,1,1,712.6875
1992,"minnesota",0,0,0,1,0,0,712.6875
2000,"minnesota",0,0,0,0,0,1,712.6875
2002,"minnesota",0,1,15000,1,1,1,712.6875
1999,"minnesota",0,1,26000,1,0,1,712.6875
1996,"minnesota",0,0,3400,1,0,0,712.6875
2005,"minnesota",0,1,20000,1,0,1,712.6875
2002,"minnesota",0,1,282,1,1,1,712.6875
2000,"minnesota",0,0,0,0,0,1,712.6875
2003,"minnesota",0,1,12740,1,1,1,712.6875
1999,"minnesota",0,0,0,1,1,1,712.6875
1996,"minnesota",0,1,0,1,0,0,712.6875
2005,"minnesota",0,0,0,0,1,1,712.6875
2005,"minnesota",0,0,0,0,1,1,712.6875
2003,"minnesota",0,1,16380,1,0,1,712.6875
1997,"minnesota",0,1,13000,0,1,1,712.6875
1990,"minnesota",0,1,12000,1,0,0,712.6875
2002,"minnesota",0,1,0,1,1,1,712.6875
2003,"minnesota",0,0,0,0,1,1,712.6875
1998,"minnesota",0,1,18000,0,1,1,712.6875
2004,"minnesota",0,0,0,0,1,1,712.6875
1999,"minnesota",0,0,0,1,0,1,712.6875
1997,"minnesota",0,1,21600,1,0,1,712.6875
2000,"minnesota",0,1,30000,1,0,1,712.6875
1994,"minnesota",0,1,23000,1,0,0,712.6875
1992,"minnesota",0,1,2601,1,0,0,712.6875
2002,"minnesota",0,1,36000,0,1,1,712.6875
1997,"minnesota",0,0,0,1,1,1,712.6875
1996,"minnesota",0,0,0,1,0,0,712.6875
2001,"minnesota",0,1,16000,1,0,1,712.6875
2000,"minnesota",0,0,0,0,1,1,712.6875
1995,"minnesota",0,1,4200,1,0,0,712.6875
1998,"minnesota",0,0,0,0,0,1,712.6875
2002,"minnesota",0,1,15680,1,0,1,712.6875
2001,"minnesota",1,1,5200,1,0,1,712.6875
2005,"minnesota",0,1,35000,0,0,1,712.6875
2003,"minnesota",0,1,15600,1,0,1,712.6875
1995,"minnesota",0,0,0,1,1,0,712.6875
1993,"minnesota",0,1,2799,1,0,0,712.6875
2005,"minnesota",0,1,20000,1,1,1,712.6875
1996,"minnesota",0,0,0,1,0,0,712.6875
2003,"minnesota",0,0,0,1,0,1,712.6875
2005,"minnesota",1,1,5500,0,0,1,712.6875
1996,"minnesota",0,0,0,0,1,0,712.6875
1994,"minnesota",0,0,0,1,1,0,712.6875
2001,"minnesota",1,1,5200,1,0,1,712.6875
2003,"minnesota",0,0,0,0,1,1,712.6875
2002,"mississippi",0,0,0,0,0,1,259.5
1997,"mississippi",0,0,0,0,0,1,259.5
1991,"mississippi",0,0,0,1,0,0,259.5
2001,"mississippi",0,0,0,0,0,1,259.5
1993,"mississippi",0,0,0,0,1,0,259.5
1998,"mississippi",0,0,0,0,0,1,259.5
1991,"mississippi",0,0,0,0,1,0,259.5
1998,"mississippi",0,1,17000,0,0,1,259.5
1995,"mississippi",0,0,0,0,0,1,259.5
1993,"mississippi",0,1,8000,0,0,0,259.5
1996,"mississippi",0,0,0,0,0,1,259.5
1994,"mississippi",0,0,0,0,0,0,259.5
1993,"mississippi",0,0,0,0,0,0,259.5
1999,"mississippi",0,1,8000,0,0,1,259.5
1993,"mississippi",0,0,0,0,0,0,259.5
1992,"mississippi",0,0,36,0,0,0,259.5
1997,"mississippi",0,0,0,0,0,1,259.5
1997,"mississippi",0,0,0,0,0,1,259.5
2000,"mississippi",0,0,0,0,0,1,259.5
1997,"mississippi",0,1,8000,1,1,1,259.5
1997,"mississippi",0,0,0,1,0,1,259.5
2001,"mississippi",0,0,0,0,0,1,259.5
1997,"mississippi",1,0,0,1,0,1,259.5
1997,"mississippi",0,0,0,0,1,1,259.5
1997,"mississippi",0,0,0,1,1,1,259.5
1997,"mississippi",0,0,0,0,1,1,259.5
1992,"mississippi",0,0,0,1,1,0,259.5
2005,"mississippi",0,0,0,0,1,1,259.5
2005,"mississippi",0,1,26000,1,0,1,259.5
1994,"mississippi",0,1,3120,0,1,0,259.5
1992,"mississippi",0,0,0,0,0,0,259.5
1992,"mississippi",0,0,0,1,1,0,259.5
2003,"mississippi",0,0,0,0,1,1,259.5
1992,"mississippi",0,0,0,1,0,0,259.5
1994,"mississippi",0,0,0,1,1,0,259.5
1992,"mississippi",0,0,0,0,1,0,259.5
1994,"mississippi",0,0,0,1,0,0,259.5
1997,"mississippi",0,0,0,1,0,1,259.5
2001,"mississippi",0,0,0,0,0,1,259.5
2005,"mississippi",0,1,8400,0,1,1,259.5
1992,"mississippi",0,0,0,0,1,0,259.5
1996,"mississippi",0,0,0,1,1,1,259.5
2005,"mississippi",0,0,0,0,0,1,259.5
1993,"mississippi",0,1,40000,0,0,0,259.5
2005,"mississippi",0,0,0,0,0,1,259.5
1993,"mississippi",0,0,0,1,1,0,259.5
2003,"mississippi",0,0,0,1,1,1,259.5
1999,"mississippi",0,0,0,0,1,1,259.5
2001,"mississippi",0,0,0,0,0,1,259.5
2005,"mississippi",0,0,0,0,1,1,259.5
2005,"mississippi",0,0,0,0,0,1,259.5
1992,"mississippi",0,0,0,0,0,0,259.5
1992,"mississippi",0,1,9800,0,0,0,259.5
1995,"mississippi",0,1,24000,0,1,1,259.5
1993,"mississippi",0,0,0,0,1,0,259.5
2004,"mississippi",0,0,8000,0,0,1,259.5
1994,"mississippi",0,0,0,0,0,0,259.5
1996,"mississippi",0,0,0,0,0,1,259.5
1992,"mississippi",0,0,0,0,0,0,259.5
2004,"mississippi",0,0,0,1,1,1,259.5
1994,"mississippi",0,0,0,1,1,0,259.5
1993,"mississippi",0,0,0,0,0,0,259.5
2001,"mississippi",0,0,0,1,1,1,259.5
1993,"mississippi",0,0,0,1,0,0,259.5
1993,"mississippi",0,0,0,0,1,0,259.5
2005,"mississippi",0,0,0,0,0,1,259.5
2004,"mississippi",0,0,0,1,1,1,259.5
2000,"mississippi",0,0,0,1,0,1,259.5
